Unnamed: 0,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints_x,Int,Fumbles,FumblesLost,FantasyPoints_y,PredictedFantasyPoints
208,JacobHollister,SEA,TE,26.0,11.0,3.0,59.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,3.0,93.9,0.0,0.0,0.0,41.0,57.09595
209,TreQuanSmith,NOR,WR,23.0,11.0,6.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,5.0,71.4,0.0,0.0,0.0,69.0,61.009575
210,DarrelWilliams,KAN,RB,24.0,12.0,0.0,19.0,15.0,0.0,0.0,0.0,141.0,3.0,41.0,167.0,1.0,67.80000000000001,0.0,1.0,1.0,37.0,52.377655
212,DawsonKnox,BUF,TE,23.0,15.0,11.0,50.0,28.0,0.0,0.0,0.0,9.0,0.0,1.0,388.0,2.0,79.7,0.0,0.0,0.0,43.0,58.910484
213,ChrisThompson,WAS,RB,29.0,11.0,0.0,58.0,42.0,0.0,0.0,0.0,138.0,0.0,37.0,378.0,0.0,93.6,0.0,1.0,0.0,23.0,50.14711
214,WillDissly,SEA,TE,23.0,6.0,6.0,27.0,23.0,0.0,0.0,0.0,7.0,0.0,1.0,262.0,4.0,73.9,0.0,1.0,0.0,37.0,58.310448
216,RussellGage,ATL,WR,23.0,16.0,4.0,74.0,49.0,0.0,0.0,0.0,12.0,0.0,4.0,446.0,1.0,98.8,0.0,1.0,1.0,109.0,70.85009
218,OJHoward,TAM,TE,25.0,14.0,14.0,53.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,1.0,83.9,0.0,1.0,1.0,27.0,54.738785
219,AdamHumphries,TEN,WR,26.0,12.0,3.0,47.0,37.0,0.0,0.0,0.0,1.0,0.0,1.0,374.0,2.0,86.5,0.0,1.0,0.0,35.0,49.49992
220,JDMcKissic,DET,RB,26.0,16.0,3.0,42.0,34.0,0.0,0.0,0.0,205.0,0.0,38.0,233.0,1.0,83.8,0.0,0.0,0.0,111.0,42.378273
221,TJHockenson,DET,TE,22.0,12.0,7.0,59.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,2.0,80.7,0.0,0.0,0.0,108.0,63.1321
223,OlabisiJohnson,MIN,WR,22.0,16.0,6.0,45.0,31.0,0.0,0.0,0.0,6.0,0.0,1.0,294.0,3.0,79.0,0.0,0.0,0.0,21.0,60.31112
224,MikeBoone,MIN,RB,24.0,16.0,2.0,4.0,3.0,0.0,0.0,0.0,273.0,3.0,49.0,17.0,0.0,50.0,0.0,0.0,0.0,13.0,34.27557
226,HaydenHurst,BAL,TE,26.0,16.0,4.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,2.0,76.9,0.0,0.0,0.0,93.0,45.294186
227,FosterMoreau,OAK,TE,22.0,13.0,7.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,5.0,68.4,0.0,0.0,0.0,26.0,61.724
228,JalenRichard,OAK,RB,26.0,16.0,0.0,43.0,36.0,0.0,0.0,0.0,145.0,0.0,39.0,323.0,0.0,82.8,0.0,2.0,0.0,32.0,48.95276
229,JordanWilkins,IND,RB,25.0,14.0,1.0,11.0,7.0,0.0,0.0,0.0,307.0,2.0,51.0,43.0,0.0,54.0,0.0,0.0,0.0,49.0,34.16456
230,VanceMcDonald,PIT,TE,29.0,14.0,14.0,55.0,38.0,0.0,0.0,0.0,2.0,0.0,1.0,273.0,3.0,83.5,0.0,1.0,0.0,10.0,44.607433
232,PatrickLaird,MIA,RB,24.0,15.0,4.0,30.0,23.0,0.0,0.0,0.0,168.0,1.0,62.0,204.0,0.0,66.2,0.0,0.0,0.0,12.0,35.403496
234,KadenSmith,NYG,TE,22.0,9.0,6.0,42.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,3.0,75.8,0.0,2.0,0.0,11.0,59.169197
235,NickBoyle,BAL,TE,26.0,16.0,15.0,43.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,2.0,75.1,0.0,0.0,0.0,23.0,45.992996
236,JeffWilson,SFO,RB,24.0,10.0,0.0,5.0,3.0,0.0,0.0,0.0,105.0,4.0,27.0,34.0,1.0,46.9,0.0,0.0,0.0,129.0,37.9758
237,DavidMoore,SEA,WR,24.0,14.0,1.0,34.0,17.0,0.0,0.0,0.0,25.0,0.0,3.0,301.0,2.0,59.6,0.0,2.0,1.0,84.0,48.213745
238,IrvSmithJr,MIN,TE,21.0,16.0,7.0,47.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,2.0,79.1,0.0,1.0,0.0,69.0,63.18154
240,JusticeHill,BAL,RB,22.0,16.0,0.0,15.0,8.0,0.0,0.0,0.0,225.0,2.0,58.0,70.0,0.0,49.5,0.0,0.0,0.0,8.0,41.530037
243,BoScarbrough,DET,RB,23.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,377.0,1.0,89.0,5.0,0.0,43.2,0.0,1.0,1.0,3.0,41.71855
245,JoshHill,NOR,TE,29.0,16.0,11.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,3.0,65.6,0.0,0.0,0.0,11.0,36.17799
246,DionLewis,TEN,RB,29.0,16.0,1.0,32.0,25.0,0.0,0.0,0.0,209.0,0.0,54.0,164.0,1.0,66.3,0.0,1.0,1.0,38.0,41.60375
247,JoshReynolds,LAR,WR,24.0,16.0,2.0,43.0,21.0,0.0,0.0,0.0,23.0,0.0,5.0,326.0,1.0,61.9,0.0,0.0,0.0,72.0,44.841984
248,DamiereByrd,ARI,WR,26.0,11.0,3.0,46.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,1.0,71.9,0.0,1.0,1.0,68.0,46.346203
249,MarcusJohnson,IND,WR,25.0,8.0,6.0,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,2.0,56.7,0.0,0.0,0.0,26.0,38.286247
250,DareOgunbowale,TAM,RB,25.0,16.0,0.0,46.0,35.0,0.0,0.0,0.0,17.0,2.0,11.0,286.0,0.0,75.3,0.0,2.0,1.0,20.0,53.035526
251,SethRoberts,BAL,WR,28.0,16.0,0.0,35.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,2.0,60.1,0.0,0.0,0.0,3.0,43.792194
252,KalenBallage,MIA,RB,24.0,12.0,6.0,24.0,14.0,0.0,0.0,0.0,135.0,3.0,74.0,63.0,0.0,51.8,0.0,0.0,0.0,65.0,27.59349
253,GiovaniBernard,CIN,RB,28.0,16.0,2.0,43.0,30.0,0.0,0.0,0.0,170.0,0.0,53.0,234.0,0.0,68.4,0.0,2.0,1.0,111.0,42.66141
254,MilesBoykin,BAL,WR,23.0,16.0,11.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,3.0,50.8,0.0,0.0,0.0,51.0,43.0919
255,NickFoles,JAX,QB,30.0,4.0,4.0,0.0,0.0,736.0,3.0,117.0,23.0,0.0,4.0,0.0,0.0,35.73999999999999,2.0,2.0,2.0,104.0,47.251465
257,WayneGallman,NYG,RB,25.0,10.0,2.0,15.0,11.0,0.0,0.0,0.0,110.0,2.0,29.0,102.0,1.0,48.2,0.0,1.0,1.0,116.0,35.92228
260,DaeSeanHamilton,DEN,WR,24.0,16.0,2.0,52.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,1.0,63.7,0.0,0.0,0.0,39.0,48.63553
261,TyJohnson,DET,RB,22.0,16.0,1.0,31.0,24.0,0.0,0.0,0.0,273.0,0.0,63.0,109.0,0.0,60.2,0.0,1.0,1.0,47.0,54.522655
262,IsaiahMcKenzie,BUF,WR,24.0,15.0,8.0,39.0,27.0,0.0,0.0,0.0,49.0,0.0,8.0,254.0,1.0,63.3,0.0,0.0,0.0,70.0,39.499763
263,JakobiMeyers,NWE,WR,23.0,15.0,1.0,41.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,61.9,0.0,0.0,0.0,84.0,49.98623
264,CJUzomah,CIN,TE,26.0,16.0,16.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,2.0,63.2,0.0,0.0,0.0,15.0,42.557358
265,DemetriusHarris,CLE,TE,28.0,15.0,6.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,3.0,47.9,0.0,0.0,0.0,5.0,31.99218
266,JonathanWilliams,IND,RB,25.0,9.0,1.0,5.0,5.0,0.0,0.0,0.0,235.0,1.0,49.0,59.0,0.0,40.4,0.0,0.0,0.0,1.0,25.758905
269,BrandonAllen,DEN,QB,27.0,3.0,3.0,0.0,0.0,515.0,3.0,84.0,39.0,0.0,10.0,0.0,0.0,32.5,2.0,0.0,0.0,50.0,34.999653
270,MarvinHall,DET,WR,26.0,9.0,0.0,11.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,261.0,1.0,39.8,0.0,0.0,0.0,42.0,29.31404
273,VyncintSmith,NYJ,WR,23.0,13.0,4.0,31.0,17.0,0.0,0.0,0.0,52.0,1.0,3.0,225.0,0.0,48.7,0.0,1.0,1.0,1.0,38.41899
274,GregWard,PHI,WR,24.0,7.0,3.0,40.0,28.0,0.0,0.0,0.0,5.0,0.0,1.0,254.0,1.0,59.9,0.0,0.0,0.0,80.0,44.32679
275,PharohCooper,2TM,WR,24.0,13.0,1.0,33.0,25.0,0.0,0.0,0.0,2.0,0.0,1.0,243.0,1.0,55.5,0.0,0.0,0.0,7.0,40.94921
276,KekeCoutee,HOU,WR,22.0,9.0,4.0,36.0,22.0,0.0,0.0,0.0,14.0,1.0,2.0,254.0,0.0,52.8,0.0,1.0,1.0,54.0,46.080276
277,KyleJuszczyk,SFO,RB,28.0,12.0,12.0,24.0,20.0,0.0,0.0,0.0,7.0,0.0,3.0,239.0,1.0,50.6,0.0,0.0,0.0,63.0,27.497467
282,JeremySprinkle,WAS,TE,25.0,16.0,13.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,1.0,56.1,0.0,1.0,0.0,1.0,37.000946
284,DeSeanJackson,PHI,WR,33.0,3.0,3.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,2.0,36.9,0.0,0.0,0.0,31.0,46.390118
285,JakeKumerow,GNB,WR,27.0,14.0,4.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,1.0,39.9,0.0,0.0,0.0,8.0,24.029802
286,ScottMiller,TAM,WR,22.0,10.0,2.0,26.0,13.0,0.0,0.0,0.0,16.0,0.0,2.0,200.0,1.0,40.6,0.0,0.0,0.0,70.0,37.140175
287,JustinWatson,TAM,WR,24.0,16.0,2.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,2.0,42.9,0.0,0.0,0.0,9.0,35.420815
288,JakeemGrant,MIA,WR,27.0,10.0,2.0,33.0,19.0,0.0,0.0,0.0,5.0,1.0,4.0,164.0,0.0,39.9,0.0,2.0,1.0,51.0,32.44892
289,NKealHarry,NWE,WR,22.0,7.0,5.0,24.0,12.0,0.0,0.0,0.0,49.0,0.0,5.0,105.0,2.0,39.4,0.0,0.0,0.0,41.0,37.01217
290,JamesOShaughnessy,JAX,TE,27.0,5.0,5.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,2.0,41.3,0.0,0.0,0.0,26.0,32.099148
292,ChaseDaniel,CHI,QB,33.0,3.0,1.0,0.0,0.0,435.0,3.0,64.0,6.0,0.0,6.0,0.0,0.0,26.0,2.0,0.0,0.0,12.0,50.639114
293,AnthonyFirkser,TEN,TE,24.0,15.0,1.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,1.0,40.4,0.0,0.0,0.0,45.0,32.816628
294,IsaiahFord,MIA,WR,23.0,8.0,0.0,35.0,23.0,0.0,0.0,0.0,11.0,0.0,1.0,244.0,0.0,48.5,0.0,0.0,0.0,28.0,44.10411
296,DontrellHilliard,CLE,RB,24.0,14.0,0.0,15.0,12.0,0.0,0.0,0.0,49.0,2.0,13.0,92.0,0.0,38.1,0.0,2.0,0.0,5.0,29.819109
297,AndyIsabella,ARI,WR,23.0,15.0,1.0,13.0,9.0,0.0,0.0,0.0,15.0,0.0,4.0,189.0,1.0,35.4,0.0,0.0,0.0,34.0,30.327864
300,DamionRatley,CLE,WR,24.0,13.0,3.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,38.0,0.0,0.0,0.0,6.0,28.712008
301,MaxxWilliams,ARI,TE,25.0,16.0,10.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,41.2,0.0,0.0,0.0,16.0,25.014387
302,DanArnold,2TM,TE,24.0,5.0,1.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,2.0,32.7,0.0,0.0,0.0,66.0,34.19027
303,RyanFinley,CIN,QB,25.0,3.0,3.0,0.0,0.0,474.0,2.0,87.0,77.0,0.0,10.0,0.0,0.0,24.66,2.0,4.0,3.0,19.0,40.64673
304,KeeSeanJohnson,ARI,WR,23.0,10.0,4.0,42.0,21.0,0.0,0.0,0.0,3.0,0.0,1.0,187.0,1.0,44.0,0.0,1.0,1.0,17.0,41.69724
305,CordarrellePatterson,CHI,WR,28.0,16.0,4.0,17.0,11.0,0.0,0.0,0.0,103.0,0.0,17.0,83.0,0.0,29.6,0.0,0.0,0.0,48.0,19.411812
306,ItoSmith,ATL,RB,24.0,7.0,0.0,14.0,11.0,0.0,0.0,0.0,106.0,1.0,22.0,87.0,0.0,36.3,0.0,0.0,0.0,40.0,28.654985
307,JavonWims,CHI,WR,25.0,16.0,6.0,39.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,1.0,42.6,0.0,0.0,0.0,11.0,29.255476
308,AmeerAbdullah,MIN,RB,26.0,16.0,0.0,21.0,15.0,0.0,0.0,0.0,115.0,0.0,23.0,88.0,1.0,39.3,0.0,1.0,1.0,22.0,32.94732
309,MylesGaskin,MIA,RB,22.0,7.0,0.0,12.0,7.0,0.0,0.0,0.0,133.0,1.0,36.0,51.0,0.0,31.4,0.0,0.0,0.0,123.0,31.97933
310,DantePettis,SFO,WR,24.0,11.0,4.0,24.0,11.0,16.0,0.0,1.0,0.0,0.0,0.0,109.0,2.0,34.54,0.0,0.0,0.0,12.0,28.0617
311,LaquonTreadwell,MIN,WR,24.0,13.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,1.0,33.4,0.0,0.0,0.0,17.0,27.433603
312,OlamideZaccheaus,ATL,WR,22.0,10.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,20.5,0.0,0.0,0.0,33.0,27.903097
313,JJArcegaWhiteside,PHI,WR,23.0,16.0,5.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,1.0,32.9,0.0,0.0,0.0,17.0,27.768652
314,ReggieBonnafon,CAR,RB,23.0,16.0,0.0,9.0,6.0,0.0,0.0,0.0,116.0,1.0,16.0,57.0,0.0,29.3,0.0,0.0,0.0,15.0,27.203459
316,BennieFowler,NYG,WR,28.0,8.0,2.0,36.0,23.0,0.0,0.0,0.0,20.0,0.0,1.0,193.0,0.0,44.3,0.0,0.0,0.0,1.0,30.977064
317,ByronPringle,KAN,WR,26.0,16.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1.0,35.0,0.0,0.0,0.0,28.0,30.215353
318,DarwinThompson,KAN,RB,23.0,12.0,0.0,10.0,9.0,0.0,0.0,0.0,128.0,1.0,37.0,43.0,0.0,32.1,0.0,0.0,0.0,26.0,26.779821
319,LoganThomas,DET,TE,28.0,16.0,3.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,1.0,39.3,0.0,0.0,0.0,105.0,28.015638
321,JustinJackson,LAC,RB,24.0,7.0,0.0,11.0,9.0,0.0,0.0,0.0,200.0,0.0,29.0,22.0,0.0,31.2,0.0,0.0,0.0,46.0,25.563726
322,ZayJones,2TM,WR,24.0,15.0,9.0,45.0,27.0,0.0,0.0,0.0,3.0,0.0,1.0,216.0,0.0,48.9,0.0,0.0,0.0,23.0,35.634686
323,MarcedesLewis,GNB,TE,35.0,16.0,11.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1.0,36.6,0.0,0.0,0.0,29.0,37.601135
324,TimPatrick,DEN,WR,26.0,8.0,2.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,37.8,0.0,0.0,0.0,110.0,28.703194
325,RossDwelley,SFO,TE,24.0,16.0,6.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,2.0,36.1,0.0,0.0,0.0,31.0,27.95395
326,JaedenGraham,ATL,TE,24.0,16.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,1.0,29.9,0.0,0.0,0.0,3.0,28.47299
327,CJHam,MIN,RB,26.0,16.0,7.0,26.0,17.0,0.0,0.0,0.0,17.0,0.0,7.0,149.0,1.0,37.6,0.0,1.0,1.0,18.0,23.23891
328,BrianHoyer,IND,QB,34.0,4.0,1.0,0.0,0.0,372.0,4.0,65.0,2.0,0.0,8.0,0.0,0.0,21.08,4.0,2.0,1.0,2.0,43.690094
329,KalifRaymond,TEN,WR,25.0,8.0,1.0,12.0,9.0,0.0,0.0,0.0,-5.0,0.0,1.0,170.0,1.0,29.5,0.0,1.0,1.0,18.0,28.606413
330,ParrisCampbell,IND,WR,22.0,7.0,3.0,24.0,18.0,0.0,0.0,0.0,34.0,0.0,4.0,127.0,1.0,38.1,0.0,3.0,1.0,9.0,43.40246
331,DerekCarrier,OAK,TE,29.0,16.0,4.0,19.0,13.0,0.0,0.0,0.0,27.0,0.0,1.0,108.0,1.0,32.5,0.0,0.0,0.0,1.0,23.496218
334,RichieJames,SFO,WR,24.0,16.0,1.0,10.0,6.0,0.0,0.0,0.0,-1.0,0.0,2.0,165.0,1.0,26.4,0.0,1.0,1.0,41.0,29.92702
335,IanThomas,CAR,TE,23.0,16.0,3.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,1.0,35.6,0.0,0.0,0.0,21.0,32.490284
337,TyMontgomery,NYJ,RB,26.0,16.0,2.0,17.0,13.0,0.0,0.0,0.0,103.0,0.0,32.0,90.0,0.0,32.3,0.0,0.0,0.0,13.0,22.24639
338,CJProsise,SEA,RB,25.0,9.0,0.0,12.0,10.0,0.0,0.0,0.0,72.0,1.0,23.0,76.0,0.0,28.8,0.0,1.0,1.0,8.0,29.140936
340,DarrellHenderson,LAR,RB,22.0,13.0,0.0,6.0,4.0,0.0,0.0,0.0,147.0,0.0,39.0,37.0,0.0,22.4,0.0,0.0,0.0,114.0,25.572954
341,DontrelleInman,2TM,WR,30.0,7.0,1.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,30.1,0.0,0.0,0.0,28.0,30.772501
344,TravisHomer,SEA,RB,21.0,16.0,1.0,13.0,11.0,0.0,0.0,0.0,114.0,0.0,18.0,56.0,0.0,28.0,0.0,0.0,0.0,24.0,33.065914
345,RyanIzzo,NWE,TE,24.0,6.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,23.4,0.0,0.0,0.0,18.0,22.176006
346,AJMcCarron,HOU,QB,29.0,2.0,1.0,0.0,0.0,225.0,0.0,37.0,39.0,1.0,5.0,0.0,0.0,16.9,1.0,0.0,0.0,1.0,26.75215
347,CamNewton,CAR,QB,30.0,2.0,2.0,0.0,0.0,572.0,0.0,89.0,-2.0,0.0,5.0,0.0,0.0,16.68,1.0,2.0,2.0,259.0,39.86691
350,NickVannett,2TM,TE,26.0,16.0,7.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,33.6,0.0,0.0,0.0,16.0,18.698828
352,TJYeldon,BUF,RB,26.0,6.0,0.0,15.0,13.0,0.0,0.0,0.0,63.0,0.0,17.0,124.0,0.0,29.7,0.0,1.0,1.0,15.0,30.617456
356,RobertTonyan,GNB,TE,25.0,11.0,1.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,26.0,0.0,0.0,0.0,125.0,22.707438
358,MyColePruitt,TEN,TE,27.0,16.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,21.0,0.0,0.0,0.0,23.0,16.679617
360,DeAndreCarter,HOU,WR,26.0,16.0,3.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,25.2,0.0,2.0,1.0,-1.0,23.751516
363,VirgilGreen,LAC,TE,31.0,15.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,22.8,0.0,0.0,0.0,11.0,25.371508
365,JesseJames,DET,TE,25.0,16.0,11.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,30.2,0.0,0.0,0.0,25.0,22.528645
366,DanielBrown,NYJ,TE,27.0,16.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,20.2,0.0,0.0,0.0,3.0,16.5558
369,MackHollins,2TM,WR,26.0,16.0,3.0,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,22.5,0.0,0.0,0.0,22.0,20.08811
371,TylerKroft,BUF,TE,27.0,11.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1.0,19.1,0.0,0.0,0.0,30.0,16.854239
372,BenRoethlisberger,PIT,QB,37.0,2.0,2.0,0.0,0.0,351.0,0.0,62.0,7.0,0.0,1.0,0.0,0.0,12.739999999999998,1.0,1.0,0.0,267.0,57.710686
375,AntonioBrown,NWE,WR,31.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,56.0,1.0,16.1,0.0,0.0,0.0,72.0,37.316566
377,RashardHiggins,CLE,WR,25.0,10.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,15.5,0.0,0.0,0.0,84.0,18.53291
378,AlecIngold,OAK,RB,23.0,16.0,4.0,6.0,6.0,0.0,0.0,0.0,17.0,0.0,10.0,44.0,1.0,18.1,0.0,0.0,0.0,17.0,18.223877
380,StephenCarlson,CLE,TE,23.0,9.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,16.1,0.0,0.0,0.0,3.0,18.11056
383,BrandonZylstra,CAR,WR,26.0,8.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,18.6,0.0,1.0,0.0,10.0,20.475674
385,BraxtonBerrios,NYJ,WR,24.0,16.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,15.5,0.0,1.0,1.0,60.0,28.34593
386,TroyFumagalli,DEN,TE,24.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,15.8,0.0,0.0,0.0,14.0,14.975629
387,DeonteHarris,NOR,WR,22.0,14.0,1.0,6.0,6.0,0.0,0.0,0.0,31.0,0.0,4.0,24.0,0.0,9.5,0.0,3.0,1.0,28.0,31.647913
388,AndyJanovich,DEN,RB,26.0,7.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,42.0,0.0,15.3,0.0,0.0,0.0,2.0,13.548984
391,DavidNjoku,CLE,TE,23.0,4.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,15.1,0.0,0.0,0.0,33.0,26.333426
394,MoAlieCox,IND,TE,26.0,16.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,17.3,0.0,0.0,0.0,49.0,18.245798
396,ChristianBlake,ATL,WR,23.0,9.0,3.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,20.1,0.0,0.0,0.0,14.0,23.600803
397,AntonioCallaway,CLE,WR,22.0,4.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,16.9,0.0,0.0,0.0,2.0,27.284576
399,RobertFoster,BUF,WR,25.0,13.0,2.0,18.0,3.0,0.0,0.0,0.0,29.0,0.0,2.0,64.0,0.0,12.3,0.0,0.0,0.0,4.0,14.409097
401,DErnestJohnson,CLE,RB,23.0,16.0,0.0,7.0,6.0,0.0,0.0,0.0,21.0,0.0,4.0,71.0,0.0,15.2,0.0,0.0,0.0,18.0,23.09268
403,LeeSmith,BUF,TE,32.0,16.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,13.1,0.0,0.0,0.0,16.0,26.516272
404,AlexArmah,CAR,RB,25.0,16.0,1.0,2.0,2.0,0.0,0.0,0.0,11.0,1.0,6.0,6.0,0.0,9.7,0.0,0.0,0.0,3.0,15.271601
405,NickBellore,SEA,RB,30.0,14.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,10.3,0.0,0.0,0.0,1.0,23.60438
407,TreyBurton,CHI,TE,28.0,8.0,5.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,22.4,0.0,0.0,0.0,55.0,18.884794
408,KhaDarelHodge,CLE,WR,24.0,16.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,11.6,0.0,0.0,0.0,18.0,18.780758
409,TrentSherfield,ARI,WR,23.0,16.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,12.0,0.0,0.0,0.0,5.0,21.098028
411,LukeWillson,SEA,TE,29.0,8.0,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,15.9,0.0,0.0,0.0,1.0,17.968958
412,ChadBeebe,MIN,WR,25.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,9.0,0.0,3.0,0.0,30.0,21.221212
413,BlakeBell,KAN,TE,28.0,15.0,7.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,14.7,0.0,0.0,0.0,11.0,14.651065
414,DevontaeBooker,DEN,RB,27.0,16.0,0.0,9.0,6.0,0.0,0.0,0.0,9.0,0.0,2.0,57.0,0.0,12.6,0.0,0.0,0.0,69.0,21.578707
416,CethanCarter,CIN,RB,24.0,15.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,9.3,0.0,0.0,0.0,5.0,18.882406
417,ChrisHogan,CAR,WR,32.0,7.0,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,14.7,0.0,0.0,0.0,12.0,33.0991
418,TroymainePope,LAC,RB,26.0,14.0,0.0,3.0,2.0,0.0,0.0,0.0,20.0,0.0,10.0,14.0,1.0,9.4,0.0,1.0,1.0,12.0,20.588663
419,RileyRidley,CHI,WR,23.0,5.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,12.9,0.0,0.0,0.0,4.0,23.487844
420,AdamShaheen,CHI,TE,25.0,8.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,14.4,0.0,1.0,1.0,33.0,20.598093
421,DurhamSmythe,MIA,TE,24.0,16.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,13.5,0.0,0.0,0.0,33.0,22.5391
